Title,Content,Label
‘김건희 여사 일가 특혜’ 서울-양평 고속도로 사업 전면 백지화,"정부가 6일 윤석열 대통령 부인 김건희 여사 일가 특혜 의혹으로 불거진 서울-양평 고속도로 사업을 전면 백지화하기로 했다... .. .. .. ..원희룡 국토교통부..“‘뇌송송 구멍탁’ 쇠고기 괴담, 사드 전자파 참외로 재미 본 민주당이 후쿠시마 처리수 괴담에 이어 2만 명의 국민이 이용할 도로를 볼모로 또 가짜뉴스 선동에 열 올리고 있다”고 비판했다...",0
"김건희 여사, 트위터 '실버마크' 논란...외교가에 알아보니",[머니투데이 김지훈 기자] ..[the300] .. .. .. ..김건희 여사가 트위터(현 엑스·X) 계정에 정부 주요 인사들에게 주어지는 회색마크(실버마크) 인증을 받는 과정에서 대통령실이 외교부를 무리하게 압박했다는 ..'가짜뉴스'라며 황당하다는 반응을 보였다...악의적인 가짜뉴스를 생성해 유포하는 데 대해 법적 조치를 검토하고 있다고 밝혔다. ..,0
"(간추린 소식)리펑 중국총리,남북 대화 촉구","일본,중국,평화안정,리펑,남북한,중국총리,한반도내,공식방문중,관계개선,평화보장체제,李鵬,한반,베이징,대화,평화,총리,보장,촉구,유지,안정,쌍방,강조,한반도,공식,개선,희망,방문,체제,조치,수립,협상,재개,언론,회견,남북",1
호 가는데 호 가야지'-김기섭씨 영장 배경,"현철씨,안기부,김씨,현철,김기섭,사법처리,청문회,이성호,영향력,그동안,언론계,핵심쟁점,인사들,핵심쟁점사항,불가능,호가호위,워커힐빌라,중추기관,심부름꾼,공직경력,권영해,1억,국가안보,대북문제,안기,대호건설,국가차원,요직중,투명성",1
(사설)환율불안 없앨 정책제시를,"불안감,환투기,근본책,신뢰성,투자자,환율급등,부실채권정리,외국인,투자자들,왜곡보도,악성루머,악의적,외채원리금상환액,換差損,원리금,구조조정,외국국,환차손,상환액,국내투자가,1000원,ㅗ절,1천,자리시대,失機,외국국언론,위기관리,만성수지적자,통화위기,1딜,물가급등등,투자가,경기침체,증시불안,불가안정속,외환시장,위기의식,국제금융기관,장기화,정치권,생산위축,원화가치,정치불안,추가폭락,원화환율,이틈,대안제시",1
"태국,대만 뚜렷한 회복세(세계증시 동향)","회복세,상승세,한주전,인도네시아,요코하마은행,미국,선진국,일본,한국,싱가포르,대만,하락세,금융위기,달러환율,용차이윳,타왈릿,태국,연중최저치,인도네시아증시,위기감,닛케이",1
‘포스트 전당대회’ 與원내대표 경선도 급물살…김학용·김태호 등 출격채비,[헤럴드경제=신현주 기자] 국민의힘 전당대회가 끝나자마자 원내대표 경선 레이스 막이 오른다... ..‘포스트 전당대회’인 이번 경선도 ..‘윤심’으로 치러질 가능성이 높다는 분석이 우세하다... 다만 직전 경선에서 ..‘윤심 견..‘울산 KTX 역세권 땅 시세 차익 의혹은 전혀 사실이 아닌 전형적인 가짜뉴스”라고 주장하는 등 현안에 목소리를 내고 있다...,0
4자회담 내달 9일 제네바서-뉴욕 예비회담,"4자,뉴욕,미국,예비회담,제네바,준고위급접촉,만큼,컬럼비아대,워싱턴,스위스,수석대표,외무부,제반문제,긴장완화,공공문제,가능성,중국,관계자,남북한,발표문,고위급,대학원,의제등,발표북한,합의내용,본회담,회담",1
"박정희 유족 영입경쟁…근혜씨 한나라당 입당,지만씨 행로엔 주장 갈려","지만,근혜,서영,박정희,근혜씨,한나라당,박재홍,한인옥,김대중후보,큰조카,그동안,자민련,자민련총재,朴泰俊,국민회의,유세활동,陸英修,경제난국,申仙蓮,국민회의측,서영씨,書永,지원의사,지만이,박태준,선대위,韓仁玉,이회창후보,朴在鴻",1
群山쌀 名品化 추진,"群山,臺一,대도시,한펀,확태,명짖상퓽볼,名品化,놈혐등,애묘,소비자,쌀의,딤명전개,괌고,근대화,도정시설,쳬틀,띠싸희,훔보활동,쿼。장하,여묘,농가소년,巨覇,爻弓,미제도룔,언론매,홍보강화,택배젠노,무수서,청결미,훔보,3입,판매망,톼딸,5개,생찬",1
(人物포커스) 한국은행 동우회 閔丙燾 회장,"중앙은행,한은,閔丙燾,권용국,한은동우회,부당성,공론화,7대,前歷,필수조건,효율성,은행감독기능,한은법,재경원,독소조항,무게감,동우회,금융개혁,개편논의,한국은행,韓銀,은행감독권,금통위,금융시스템,금융선진화,김인수,금융,회장,목적,정부,분리,개편,사진,전직",1
신한국 이회창 후보-일문일답(대통령후보 방송토론회),"김일성,외국인,실업자,사조직,경쟁력,신한국당,남북문제,정치개혁,내각제,근로자,사무실,이회창,대북정책,인건비,신체검사,김현철,김현철씨,정보화,남북간,노동자,혁파,문민정부,5급,내각통할,김영삼",1
20C 풍미한 女傑의 독백,"클레어,20c풍미,모리스,부쓰,영부,미국,전성기,홀어머니,명성,1953sus,여성지,보그,배니티,어머니사이,파트타일,사생이,領主,하원의원,코네티켓,편집장,극작가,정치인등,정치인,뉴욕,국회의원선거,국회도서관,국회의원,엘리노,괄목,다방면,회곡들,도서관,맨하탄,자라난투스,창업자,사생아,20세기,작가모리스,엘리노여사,실비야,랜덤하우스,공동창업자중,쥬크스모리스,나스트",1
국민의힘 “MBC 김건희 여사 보도는 악의적 왜곡”,국민의힘은 20일 윤석열 대통령의 부인 김건희 여사의 트위터 계정과 관련한 MBC 보도에 대해 ..“악의적 왜곡 보도로 기가막힐 일”이라고 지적했다. .. ..국민의힘 가짜뉴스 괴담방지 특별위원회는 이날 성명을 통해 ..“MBC 뉴스데스크는 김..“만약 사실이라면 제3노조의 지적처럼 치밀하게 계획된 가짜뉴스 제조세력이 움직인 것이기 때문”이라고 했다. ..,0
국힘 당권 레이스 김기현 독주,국민의힘 김기현 의원이 22일 국회에서 열린 글로벌 신성장 거점 도약을 위한 울산·전남 상생발전 협약식에서 인사말을 하고 있다... 연합뉴스 .. .. .. .. 최근 국민의힘 차기 당대표 지지도 조사에서 김기현 후보가 안철수 후보에 비해 크게 유리하다는 여론조사 결과가 나오면서 유력 당..“가짜뉴스와의 단호한 결별을 촉구한다”며 의혹을 거듭 일축했다...,0
18년만에 정권교체 눈앞,"노동당,블레어,영국,보수당,뉴욕,머독,눈앞,미국,총리관저,하워드,스트링거,해즐타인,마이클,해럴드,티나,에반스,체리,유세중,토니",1
(이인제 파일) 터지나-경선때부터 총선후보 매수설 등 거론,"신한국당,이인제,매수설,김은숙,국민회의,저울질,독자출마,정치권,경기도,금품수수,이후보,미지수,이회창,5천만,김대중,여론탐색중신한국당,총재측,탐색중,이인,신민주공화당,총재,후보,각종,의혹,파일,경선,비리,거론,확보,여론",1
한보게이트-인터뷰-최병국 대검중수부장,"한보,정치인,신한국당,최병국,은행장,대검중수부장,피의자,수사상,필요성,이철희,참고인,김덕룡의원등신한국당,재경위,정태수,鄭泰守,수뢰혐의,특혜대출,총회장,부산,한보그룹,5천만,부산시장,정분순씨,정분순,원씩,관리인,文正秀,신한국당홍인길의원,깃털,예병석씨,주변인물,출국금지,鄭譜根,홍인길",1
여 사상 첫 자유경선… ‘민심’은 지켜봤다,"당선자,시민들,유권자,tv,신한국당,이젠,이회창,자유경선,공선협,김의욱,개표상황,경선과정,이주승,경태영,흑색비방,국민들,21세기,서울,충남,민주주,고용안정,진일보,상계동,미래지도자,연세대,교육장",1
정치분야­녹음(97대선 합동TV토론),"김대중,이인제,이회창,내각제,재협상,국제통화기금,한나라당,청와대,김종필,중국,재반론,캉드쉬,구제금융,재경원,부의장,미국,거국내각,경제위기,아펙,책임자,조사위",1
金賢哲씨 2千億 수수 의혹,"박씨,심우,독일,한보철강,2천억,현철,朴泰重,압수수색,이면계약,金賢哲,최측근,현철씨,대검찰청,우면동,예금계좌,서류철,증여세42,증여세,39면,국제시세,추적중,의혹도조사중,관련기사,일본,베스트알핀,서울,집과,개인사업과정,가치세,3천,의혹도,집과박씨,sms,을체결",1
金賢哲씨 국정개입 의혹 一波萬波,"청와대,영향력,신한국당,金賢哲,안기부,위원장,국정개입,국민회의,메디슨,野圈,小山,정보기관,韓寶,朴慶植,국회의원,金己燮,朴相範,중하위,가능성,소장파,賢哲,ytn,고위직,청문회,靑瓦臺,만큼,인사들,p의원",1
"민주 “판결문에도 김건희 언급” 특검 압박… 대통령실 “계좌 활용, 주가조작 가담 아냐”",더불어민주당은 도이치모터스 주가조작 사건 1심 판결문에 김건희 여사 명의 계좌가 시세조종에 동원됐다고 적시된 것을 토대로 14일 ..“남은 선택지는 오직 ..‘김건희 특검’뿐”이라며 대통령실을 압박했다... 이에 대통령실..“민주당이 거짓 의혹 제기와 억지 기소에 대해 사과하기는커녕 판결문을 왜곡해 가짜뉴스를 퍼뜨리는 것에 강력한 유감을 표명한다”면서 ..,0
TV토론 더 활성화해야(사설),"tv,연설회,tv토론,부시,선거운동,카터,클린턴,후보들,토론회,정경유착,닉슨,선전물,선거법,미국,포드,후보간,지도자,의무화,한국일보사,고도산업화,공명선거구현,중요성,고비용정치구조,만큼,공명선거,대형연설회,한보,케네디,케네디간,불법대선자금문제,주관하,언론사,방송사,효율성,한보비리,레이건,우리나라,통합선거법",1
"(19홀) 고객위한 세심한 서비스,,,명문CC 필수요소","골프장,양주,골퍼들,그린피,동반자들,동반자,일동,k부장,필수요소,경영자,gc,웬일,점심식사,언론사,번씩,부킹권,불이익,경영자들,회원들,양주병,듯이,골프장측,콧대,cc,이름표,명문cc,서비스,부킹,감동,명문,생각,골퍼,식당,직원,식사,얘기,회원,레이크,비즈니스,필수,개월,요청,천하,클럽",1
오염수 방류 마지막 스텝 밟는 기시다…반대 어민 면담(종합),기시다 후미오 일본 총리가 후쿠시마 지역 어민 대표와 회동해 후쿠시마 제1원전 오염수의 구체적인 방류 날짜를 결정한다는 소식..기시다 총리는 오염수 방류의 안전성을 확보하고 풍평(가짜뉴스) 대책을 철저히 실시할 것을 설명하고 어민들의 이해를 구할 방침이라고 밝혔다...‘가짜뉴스’라며 받아치고 있다...‘오염수’ 가짜뉴스 확산에 열을 올리고 있다며 ..,0
서울대 高永復교수 고정간첩,"서울지하철공사,서울대,고정간첩,사회학,한국,고정간첩망,씨등,분소장,국가안전기획부,4명,기획부,공작원,간첩혐의,동작,安企部,문화부,정남,沈政雄,명예교수,沈政雄,高氷復,직파간첩,高永復,북한,간첩,교수,포섭,소속,검찰,포함,적발,일가족,국가,안전,설비,연정,검거,혐의,활동",1
"한동훈 “이재명 체포동의안 표결 보이콧, 이전보다 더 저질”","[헤럴드경제=김진 기자] 한동훈 법무부 장관은 21일 더불어민주당 내 친명계 의원들을 중심으로 이재명 대표에 대한 국회 체포동의안 ..‘표결 거부’ 주장이 나온 것과 관련해 ..“그냥 하기 싫으면 하지 말았으면 좋겠다”고 지적했다... .. ..“그렇지만 민주당이 그에 동참하고 있고, 그런 가짜뉴스에 대해 누구도 제대로 사과하고 있지 않다”고 비판했다...",0
"방심위, 뉴스타파 녹취록 인용 보도 3개 방송사에 ‘과징금 부과’","방송통신심의위원회 방송심의소위원회가 지난 대선 직전 뉴스타파가 보도한 화천대유자산관리 대주주 김만배씨와 신학림 전 언론노조위원장의 대화 녹취록을 인용 보도한 KBS, YTN, JTBC에 과징금을 부과하기로 했다... 방심위가 지상파와..“스스로 허위보도와 가짜뉴스 공범이 된 경우”라고 했다. ..‘가짜뉴스’ 정의가 법적으로 내려진 바 없다”고 반발했다...",0
중 군경부패척결 딜레마(베이징 통신),"토비,중국,장제스,전인대,서방언론들,공산당,지도부,지도자,5차,비밀방침,명목하,노백성,시장경제,소련,유행어,등소평,모택동,신해,라오바이싱,병비일가,기업체들,현실들,하해,유행어들,국공,국방법,마오쩌둥,당정지도부,베이징,덩샤오핑,뜬구름,병비,유혈사태,경비일가,기업체,국민당,샤하이,경찰들",1
"중,유엔인권협약 가입","중국,미국,북경,인권협약,시민적,강택민,기자들,진화손,대표부,조인국,유엔인권,강주석,136번,유엔상주,유엔본부,중국내,미국측,미국방문,기자회견,국가주석,afp,유엔인권협약,협약,인권,보장,서명,주석,유엔,이날",1
"여야, '천공 의혹·尹 이란 발언' 두고 난타전",[앵커] ..오늘 대정부질문에서는 부승찬 전 국방부 대변인이 제기한 역술인 ..'천공'의 대통령 관저 결정 개입 의혹을 놓고도 공방이 벌어졌습니다. ..'천공 의혹' 등 가짜뉴스를 퍼뜨리고 있다고 역공에 나섰습니다. ..: 이런 가짜뉴스가 정상적인 국정 운영 수행을 방해할 의도를 가진 대통령과 배우자를 향한 도 넘은 스토킹이다라는 주장에 동의합니다.] ..,0
지민 닮으려 성형하다 숨진 캐나다 배우?…관련 사건 확인 안 돼,"방탄소년단 지민을 닮기 위해 12번의 성형수술을 했다가 합병증으로 사망했다는 캐나다 출신 배우의 소식이 가짜뉴스인 것으로 전해졌다. .. ..27일 MBC는 한국 경찰이나 주한 캐나다 대사관 측으로부터 관련 ..MBC는 데일리메일 측에도 이메일을 보냈지만 답변은 아직 오지 않았다며, 국내 언론이 외신발 가짜뉴스에 대한 경각심을 가져야 한다고 강조했다. ..",0
[필동정담] '삼성코인'은 없다,"순수한 호의는 돼지고기까지예요... 대가 없는 소고기는 없습니다. ..어느 돼지고깃집에 걸려 있다는 유명한 우스개다... 잘 모르는 누군가가 이유 없이 잘해주면 일단 이 말을 떠올리며 ..'경계'할 일이다... 특히 소고기 사주듯 ..'.. 뉴스로도 다 나왔다면서 인터넷 화면을 보여주는데, 이는 실제 보도된 다른 기사의 단어만 바꿔놓은 가짜뉴스다. ..",0
미­이라크 일촉즉발 위기,"이라크,클린턴,미국,첩보기,후세인,일촉즉발,u2기,비행재개,바트당,평의회,줌후리야지,용인,정찰비행,양자택일,이라크측,격추시도,유엔안보리,안보리,nbc,nbc방송,ina,유엔,재개",1
인종차별 행위 청문회-미 아시아계서 요청,"아시아계,아시아,청문회,단체연합,미국,탄원서,미국인,인권위원회,하원의원들,기업들,제도변경,급성장,캘리포니아,주민발,공동명의,그동안,흑인기업,209호,위원회,미국내,적대감,소수민족간,희생양,정부하청,4명,적대적,계인,아시아계인,외국인,기업,단체,소수,하원,남용",1
"中, 대대적 언론 문화예술 검열","중국,영화감독,홍콩,江睾民,江澤民,당노선,예술가,중국공산당,진난,사상교화운동,그동안,애국심,보도등,슈오,예술인,인기작가,지식인들,가오",1
"홍콩식 사고,중국식 관리-현문학 베이징 특파원(기자 24시)","홍콩,중국,조형물,장식물,영국식,중국식,현대식,오색등,사실들,불빛,베이징,경제운영,뒷골목거리,부산,당근전략,중심가,광고등,사회주,기업들,홍콩정취,홍콩분위기,주민들,중국자본,실질관리,카이닥,중국측,겉모습,현수막,중국계,홍콩내",1
대학생급습'정보에 경찰병력 2배로 증원-현철씨 구기동자택 표정,"현철씨,현철,서울,승용차,주차장,4명,기자들,프린스,운전기사,일본,언론사,김현철씨,김현철,쏘나타,이진호,카메라기자,외부출입,입주자외,소환사실,학생들,취재경쟁,재소환,비거주자",1
검찰주변에 거대한 탁류'-잇단 폭로발언… 심상찮은 기류,"정치권,압수수색,서울지검,대선자금,최병국,검찰총장,수사베,테랑,공감대,수뇌부,세금포탈,수사베테랑들,국민들,최중수부장,이임식,소장검사들,폭로발언,평검사,하루만,부장검사,사무실,박씨,전격인사,발언들,김현철,2천억,중수부,한보수사,현철,박태중",1
(데스크 視覺)참회록을 써야 한다,"참회록,아우구스티누스,한보,거짓말,대선자금,그리스도교회,루소,한마디,국민들,최규하,레이건,음모론,황국신민화,부교재,채택료,부교재채택료,동포들,지식인,日王,동거생활,16세,전쟁터,검찰청사,정치인,일제치하,문학인,曲筆,박정희,이교도,교육자,세계인,대국민담,퇴임대통령,주변사람들,玉淳鍾,철면피,청문회,이반,관료들,대선자금문제,통입",1
안철수 내부총질로 당 망친 응석받이 이준석…제명 서명운동 동참 독려,"안철수 국민의힘 의원은 이준석..내부총질로 당을 망치는 응석받이 이준석을 가짜뉴스 배포, 강서구청장 선거방해 등의 혐의로 제명해 줄 것을 요청하는 서명운동에 동참해 달라고 말했다.....가짜뉴스를 생산하고, 더불어민주당 대변인이 바로 받아서 확전시키는 환상적인 호흡을 보여줬다고 지적했다...'가짜뉴스'는 그의 지원유세 과정에서 나온 욕설 논란이다...",0
"춘천 근,현대사 한곳에 집대성","춘천,1백,춘천시,년사,춘천지역,강원,1천,기관단체,주년,사창고개,생활상,관광지,서예가,如初,활동상,정당사,춘천인,권위자,자연경관,市政,편찬위원회",1
페루인질사태 무력 해결 시사-후지모리 대통령,"일본,페루,후지모리,아마루,투팍,리마발,해외망명,동료들,게릴라측,사망자,대사관저,범인그룹,혁명운동,일본기자단,기자단,부상자,인질중,무력행사,일본언론들,알베르토,mrta,인질,시사,무력,대통령,포기,협상,해결,타협,대사,관저,운동,가능,해외,망명,면죄",1
"‘퇴행, 망언…’ 윤 정부 첫 개각 잇딴 파열음…통일부·인재개발원 사퇴 요구 분출","윤석열이 대통령이 최근 단행한 장·차관 인사를 두고 시민사회의 반발이 이어지고 있다... 장관 내정자, 신임 차관급 공무원의 가치관과 성향이 기관의 소관 업무에 어울리지 않는다는 것이다... 이번 인사에서 ..“사회적 참사에 대한 막말도 서슴지 않고 가짜뉴스를 유포하는 극우 인사를 어떻게 그 자리에 합당하다고 판단했는지 전혀 납득하기 어렵다”고 했다. ..",0
(황)비서 어디에 머물고 있나-거처놓고 비 당국­언론 숨박꼭질,"바기오시,필리핀,황비서,사관학교,라모스,대사관,가능성,맨션하우스,집무실,북한노동당,황장엽,미영사,마우리시오,클라크공항,로하칸,제3,인근지역,수비크만등,마닐라,병력동원,경비경찰들,헬리포트,일반인,시설물,2백,일반인들,안쪽,담당비서,보안상,이장춘",1
"중,(황 망명) 대책반 발족-당­정 실무자로 구성-일 언론 보도","중국,영사부,대책반,공산당,대표단,중앙판공청,수습책,중국정부,소식통들,한국,실무자,소식통,공산당대외연락부,중국측,국가안전부등,공안부,안전부,연락부,일본언론들,황비서,실무자들,절충작업,일본,북경,망명의사,망명요청,당가,황장엽비,외교부부부장,관계자,관계자들,부부부장,당부부장,대사관,남북한,외교부등,대책소조",1
"중,일에 북 식량원조 촉구","일본,북경,당가선,식량난,자연재해,부부장,경제적,중국,당부부장,심의관급회담,심의관,지원실시,일본정부,교도통신,일본언론들,북한,촉구,안정,이날,성격,회담,지원,상황,원조,식량,정권,곤란,영향,내부,경제,정도,외교,인도,보도,인도적,개선,개최,평화,수교,기여,입장",1
‘좌판 지키는 지도자’ 이후-홍순도 주중특파원(특파원 칼럼),"지도자,중국,미국,창다오싱더,장총서기,링다오,국가주석,동반자,상하이,중국인,창도성,창조성,중국인들,공산당,클린턴,톈안먼,의전용,우쉐첸,본격화,추진력,대만,상하이시장,회고담,신방위,대중집회,시당위,아두,홍콩,여의도,유비,교석",1
女性체육 호라성화 큰몫 기대,"도체육회,이교수,큰몫,대한체육회,체육회,이사회,분과위,전북,이혜희,10여년,체육인,한국여성체육학회,위원회,여성분과위원회,전북대,상대적,한동안,개폐회식,여성들,소외괸",1
"민주 2호 영입 이재성 '성희롱 의혹' 보도에 가짜뉴스, 법적대응","내년 총선에 대비한 더불어민주당 영입 인재 2호 이재성 씨에 대해 한 언론에서 기업 재직 시기 성희롱 의혹 보도를 15일 내놓은 가운데, 당일 이재성 씨는 더불어민주당을 통해 입장문을 내고 사실 무근이라며 법적 대응을 예고했다... .. .. .. .. 앞선.. 더불어민주당과 저는 악의적 가짜뉴스에 대해 법적 조치를 포함, 강력히 대응하겠다고 밝혔다...",0
축하 단비속 발파 일제환호-북 경수로 착공­이모저모,"경수로,대표단,신포,kedo,허대사,착공식,참석자,허종,세관원,북한측,양화항,한나라호,착공식장,금호지구,보스워스,3명,이제선,한국,취재경쟁,장단장,사무총장,오찬장,인사말",1
정치권­검찰 ‘한판승부’-‘정태수 리스트’ 보도 정계 반응,"신한국당,자민련,정치권,언론플레이,한보,1차,한보리스트,국민회의,당진,정보근,정태수,정치인,사무총장,한판승부,부인속,정총회장,멕시코,대변인,정한용,중수부장,박관용,박성범,자금수수혐의",1
"[이앤피] 尹, 美 도청·기밀문서 유출에도 한미동맹 굳건 外",■ 방송 ..: YTN 라디오 FM 94.5 ..(13:00~14:00) ..■ 진행 ..: 이승훈 앵커 ..■ 방송일 ..: 2023년 4월 26일 ..(수요일) ..■ 대담 ..: 김영민 아나운서 ..* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인..가짜뉴스 살포에 책임지고 사과하기는커녕 적반하장식으로 ..,0
뉴욕서 명품 쇼핑한 영부인…SNS에 올라온 젤렌스카 의혹 확인해보니,러시아 사회관계망서비스(SNS)를 통해 우크라이나 영부인인 올레나 젤렌스카 여사가 미국 뉴욕 까르띠에 매장에서 110만달러(약 15억원)에 달하는 명품을 구입했다는 의혹이 제기됐으나 가짜뉴스에 가깝다는 분석이 나왔다... .. .. .. ..5일(현지시간) 미국 시사주간지 뉴스위크에 따르면 엑스(옛 트위터)의 한 친러시아 계정에 젤렌스카 여사가 뉴욕에서..,0
특구의 미래-'대륙 배우자' 거센 홍색바람(중화홍콩:3),"중국,홍콩,보통화,홍콩인,홍콩인들,영국,중국화,취임선서식,앞날,영국식,만다린,sar,민주주,미지수,공용어,주민들,자신들,홍색바람,생중계,만원사례,각급학교,수강생,정체성,각급,광동,사법부,영어대신,아편전쟁,대만,광둥,학생들,공무원,주부들,돈벌이,중화민국,인사들,주요인사들,식민지,그동안",1
"李漢東고문,金光一특보 비밀회동","정발협,영입파,과천시재향군인회,해명자료,서울,吉昇欽,정당시대,金光一,李漢東,果川,진행중,뭉게구름,정통성,분분,정정보도,적발협,사람들,신한국당,지구당,문민정부,朴艇檍,국민회의,합동결성식,李仁濟,경기도,지역패권정치,추측분분,결성식,정치특보,동작,회동내용,비밀회동,金德龍,전국구,李知事,국민정당시대",1
화재로 보금자리 잃은 朴종만씨 성금 답지,"성상납,말레이시아,공무원,종교부,반부패청,종교재판,종만씨,위반자,단속업무,뇌물죄,보금자리,종만,회교율법,징역형,경우법정,이슬람국가,이슬람교,이슬람,부패방지법,의동거,3명,진정서,연인들,689달러,반윤리적,범죄행각이들,44건,불법사실,여성들,공무원들,범죄경향,행각이,범죄사실,자카르타,범죄,적발,뇌물,여성,현지",1
한국인 갱단 호주카지노 악명,"시드니,한국인,호주,갱단,고리대금업,범죄단,도박장,2개,중심가,적발땐,하버,도박자금,채무자들,이민법,개정안,채무자,이민자들,학생들,한식당,보완강화,킹스,카지노단,백상어단,시드니당국",1
청와대가 수사 지휘하나?(사설),"청와대,당사자,목적의식,기정사실,한보,날치기,수서,그동안,은행장,겉모습,국민들,실력대결,야당들,정태수씨,은행장들,언론보도,수서사건,홍인길,뒷받침,정태수,개연성,권노갑,확대일로,책임자,부정부패,거명,정작,수사,검찰,의원,보도,지휘,주장,시인",1
"天台대사 열반 1천4백주년 맞아 韓,中,日 합동법요 봉행","천태종,불교,충북,종정,3국,중국,천테,중국불교인사,구인사,중국불교협회,기원비,낙성,주년,와타나베종정,지도자,일본,서돈각,법요,제막식,道勇,단양,天台,합동법,한국,대표자,고바야시스님,종단대표자,광천,엔략,고바야시",1
"학원 폭력,이대로는 안된다.","학생들,중학교,고등학교,절태,이상절태탈퇴,번조직,폭력,규칙,학생,사람,사이,주변,학교,탈퇴,사건,여고,조직,금품,여중,비밀,갖가지,발생,대로,가입,협박,약자,발설,화제,언론,근래,학원",1
박찬종 “유시민·추미애도 이재명에 ‘충성’… 공천권 쥐니 아부꾼 득실”,"박찬종 변호사는 이재명 민주당 대표에 대한 법원의 구속영장 기각 결정에 대해 ..“영장전담판사는 이 대표가 야당 대표라 감시·비판 받으니 구속을 안해도 된다고 하는데, 처음부터 기각 결론을 정해놓고 논리를 꿰맞추려 한 것”이라고 말했다..“이번에 민주당이 판사를 향해 영장 기각을 요구하는 집단 탄원서를 날리고 가짜뉴스까지 내면서 전방위 압박을 했다”며 ..",0
